ID-table,table-de-quartier,ID-org,organisme,category,link
T05,CDC de Rosemont,O0323,"Député de Rosemont, avec le Soutien à l'action bénévole bonifié en temps de COVID",Partenaires - Initiative montréalaise de soutien au développement social local,
T05,CDC de Rosemont,O0324,Emplois été Canada,Partenaires - Initiative montréalaise de soutien au développement social local,https://www.google.com/maps/search/?api=1&query=Emplois%20%C3%A9t%C3%A9%20Canada%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T05,CDC de Rosemont,O0325,Caisses Desjardins du Cœur-de-l'île,Partenaires - Initiative montréalaise de soutien au développement social local,https://www.google.com/maps/search/?api=1&query=Caisses%20Desjardins%20du%20C%C5%93ur-de-l%27%C3%AEle%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0326,Arrondissement du Plateau-Mont-Royal,Membres,https://www.google.com/maps/search/?api=1&query=Arrondissement%20du%20Plateau-Mont-Royal%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0327,Association canadienne pour la santé mentale | Montréal,Membres,https://www.google.com/maps/search/?api=1&query=Association%20canadienne%20pour%20la%20sant%C3%A9%20mentale%20%7C%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0328,Association québécoise des personnes aphasiques,Membres,https://www.google.com/maps/search/?api=1&query=Association%20qu%C3%A9b%C3%A9coise%20des%20personnes%20aphasiques%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0329,Atelier habitation Montréal,Membres,https://www.google.com/maps/search/?api=1&query=Atelier%20habitation%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0330,Ateliers d’éducation populaire du Plateau,Membres,https://www.google.com/maps/search/?api=1&query=Ateliers%20d%E2%80%99%C3%A9ducation%20populaire%20du%20Plateau%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0331,Auberge Madeleine,Membres,https://www.google.com/maps/search/?api=1&query=Auberge%20Madeleine%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0332,Carrefour des Petits Soleils,Membres,https://www.google.com/maps/search/?api=1&query=Carrefour%20des%20Petits%20Soleils%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0333,Carrefour Marguerite-Bourgeoys,Membres,https://www.google.com/maps/search/?api=1&query=Carrefour%20Marguerite-Bourgeoys%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0334,Centre d'Amitié Autochtone de Montréal (CAAM),Membres,https://www.google.com/maps/search/?api=1&query=Centre%20d%27Amiti%C3%A9%20Autochtone%20de%20Montr%C3%A9al%20%28CAAM%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0335,Centre d’action socio-communautaire de Montréal,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20d%E2%80%99action%20socio-communautaire%20de%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0336,Centre d’aide à la famille,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20d%E2%80%99aide%20%C3%A0%20la%20famille%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0337,Centre de formation sociale Marie-Gérin-Lajoie,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20de%20formation%20sociale%20Marie-G%C3%A9rin-Lajoie%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0338,Centre de lecture et d’écriture de Montréal Groupe populaire d’alphabétisation,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20de%20lecture%20et%20d%E2%80%99%C3%A9criture%20de%20Montr%C3%A9al%20Groupe%20populaire%20d%E2%80%99alphab%C3%A9tisation%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0339,Centre de prévention des agressions de Montréal,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20de%20pr%C3%A9vention%20des%20agressions%20de%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0340,Centre de services communautaires du Monastère,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20de%20services%20communautaires%20du%20Monast%C3%A8re%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0341,Centre des femmes de Montréal,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20des%20femmes%20de%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0342,Centre des femmes du Plateau Mont-Royal,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20des%20femmes%20du%20Plateau%20Mont-Royal%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0343,Centre du Plateau,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20du%20Plateau%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0344,Centre le Beau Voyage,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20le%20Beau%20Voyage%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0345,Centre intégré universitaire de santé et de services sociaux (CIUSSS) du Centre-Sud-de-l’Île-de-Montréal,Membres,https://www.google.com/maps/search/?api=1&query=Centre%20int%C3%A9gr%C3%A9%20universitaire%20de%20sant%C3%A9%20et%20de%20services%20sociaux%20%28CIUSSS%29%20du%20Centre-Sud-de-l%E2%80%99%C3%8Ele-de-Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0346,CODEM/CJE Centre-Sud Plateau Mile-End,Membres,https://www.google.com/maps/search/?api=1&query=CODEM/CJE%20Centre-Sud%20Plateau%20Mile-End%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0347,Comité des citoyen·ne·s de Miltons Parc/Milton Parc Citizens Committee,Membres,https://www.google.com/maps/search/?api=1&query=Comit%C3%A9%20des%20citoyen%C2%B7ne%C2%B7s%20de%20Miltons%20Parc/Milton%20Parc%20Citizens%20Committee%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0348,Comité des citoyens du Mile-End,Membres,https://www.google.com/maps/search/?api=1&query=Comit%C3%A9%20des%20citoyens%20du%20Mile-End%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0349,Comité logement du Plateau Mont-Royal,Membres,https://www.google.com/maps/search/?api=1&query=Comit%C3%A9%20logement%20du%20Plateau%20Mont-Royal%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0350,Communauté Milton Parc,Membres,https://www.google.com/maps/search/?api=1&query=Communaut%C3%A9%20Milton%20Parc%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0351,Cuisines collectives du Grand Plateau,Membres,https://www.google.com/maps/search/?api=1&query=Cuisines%20collectives%20du%20Grand%20Plateau%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0352,Dignité mensuelle,Membres,https://www.google.com/maps/search/?api=1&query=Dignit%C3%A9%20mensuelle%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0353,Dîners St-Louis,Membres,https://www.google.com/maps/search/?api=1&query=D%C3%AEners%20St-Louis%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0194,Exeko,Membres,https://www.google.com/maps/search/?api=1&query=Exeko%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0354,Famille nouvelle,Membres,https://www.google.com/maps/search/?api=1&query=Famille%20nouvelle%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0355,Foyer du Monde,Membres,https://www.google.com/maps/search/?api=1&query=Foyer%20du%20Monde%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0356,Groupe de recherche et d'intervention psychosociale (GRIP),Membres,https://www.google.com/maps/search/?api=1&query=Groupe%20de%20recherche%20et%20d%27intervention%20psychosociale%20%28GRIP%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0357,Groupe ressource du Plateau Mont-Royal,Membres,https://www.google.com/maps/search/?api=1&query=Groupe%20ressource%20du%20Plateau%20Mont-Royal%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0358,Halte-famille La Pirouette,Membres,https://www.google.com/maps/search/?api=1&query=Halte-famille%20La%20Pirouette%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0359,J'aime ma ville,Membres,https://www.google.com/maps/search/?api=1&query=J%27aime%20ma%20ville%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0360,Jardins pour tous,Membres,https://www.google.com/maps/search/?api=1&query=Jardins%20pour%20tous%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0361,L'ATELIER,Membres,https://www.google.com/maps/search/?api=1&query=L%27ATELIER%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0362,L'Hirondelle,Membres,https://www.google.com/maps/search/?api=1&query=L%27Hirondelle%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0363,La Maison d’Aurore,Membres,https://www.google.com/maps/search/?api=1&query=La%20Maison%20d%E2%80%99Aurore%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0364,La Maison des Amis du Plateau Mont-Royal,Membres,https://www.google.com/maps/search/?api=1&query=La%20Maison%20des%20Amis%20du%20Plateau%20Mont-Royal%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0365,La Petite Maison de la Miséricorde,Membres,https://www.google.com/maps/search/?api=1&query=La%20Petite%20Maison%20de%20la%20Mis%C3%A9ricorde%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0366,La Puce ressource informatique,Membres,https://www.google.com/maps/search/?api=1&query=La%20Puce%20ressource%20informatique%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0367,La Remise - Bibliothèque d'outils,Membres,https://www.google.com/maps/search/?api=1&query=La%20Remise%20-%20Biblioth%C3%A8que%20d%27outils%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0368,Le Cap art et inclusion,Membres,https://www.google.com/maps/search/?api=1&query=Le%20Cap%20art%20et%20inclusion%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0369,Le Chaînon,Membres,https://www.google.com/maps/search/?api=1&query=Le%20Cha%C3%AEnon%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0370,Les Accordailles,Membres,https://www.google.com/maps/search/?api=1&query=Les%20Accordailles%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0371,Les Habitations du Réseau de l'Académie - RESAC,Membres,https://www.google.com/maps/search/?api=1&query=Les%20Habitations%20du%20R%C3%A9seau%20de%20l%27Acad%C3%A9mie%20-%20RESAC%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0372,Les Mousquet'aides,Membres,https://www.google.com/maps/search/?api=1&query=Les%20Mousquet%27aides%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0373,Ma Chambre Inc.,Membres,https://www.google.com/maps/search/?api=1&query=Ma%20Chambre%20Inc.%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0374,Maison d'Hérelle,Membres,https://www.google.com/maps/search/?api=1&query=Maison%20d%27H%C3%A9relle%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0375,Maison de l’amitié,Membres,https://www.google.com/maps/search/?api=1&query=Maison%20de%20l%E2%80%99amiti%C3%A9%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0376,Maison des Jeunes du Plateau,Membres,https://www.google.com/maps/search/?api=1&query=Maison%20des%20Jeunes%20du%20Plateau%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0377,Maison des jeunes l'Imagerie,Membres,https://www.google.com/maps/search/?api=1&query=Maison%20des%20jeunes%20l%27Imagerie%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0378,Mission communautaire Mile End,Membres,https://www.google.com/maps/search/?api=1&query=Mission%20communautaire%20Mile%20End%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0379,Mission Old Brewery,Membres,https://www.google.com/maps/search/?api=1&query=Mission%20Old%20Brewery%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0380,Multi-Femmes inc.,Membres,https://www.google.com/maps/search/?api=1&query=Multi-Femmes%20inc.%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0149,Option consommateurs,Membres,https://www.google.com/maps/search/?api=1&query=Option%20consommateurs%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0381,Outils de paix,Membres,https://www.google.com/maps/search/?api=1&query=Outils%20de%20paix%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0382,Parrainage civique Montréal,Membres,https://www.google.com/maps/search/?api=1&query=Parrainage%20civique%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0383,Partage & Solidarité,Membres,https://www.google.com/maps/search/?api=1&query=Partage%20%26%20Solidarit%C3%A9%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0384,Plein milieu,Membres,https://www.google.com/maps/search/?api=1&query=Plein%20milieu%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0385,"Plumeau, Chiffon et compagnie",Membres,https://www.google.com/maps/search/?api=1&query=Plumeau%2C%20Chiffon%20et%20compagnie%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0386,Projet Changement - Centre communautaire pour aînés,Membres,https://www.google.com/maps/search/?api=1&query=Projet%20Changement%20-%20Centre%20communautaire%20pour%20a%C3%AEn%C3%A9s%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0387,Racine croisée,Membres,https://www.google.com/maps/search/?api=1&query=Racine%20crois%C3%A9e%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0388,Rayside Labossière - Architecture Design Urbanisme,Membres,https://www.google.com/maps/search/?api=1&query=Rayside%20Labossi%C3%A8re%20-%20Architecture%20Design%20Urbanisme%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0389,Réseau habitation femmes/La Chrysalide,Membres,https://www.google.com/maps/search/?api=1&query=R%C3%A9seau%20habitation%20femmes/La%20Chrysalide%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0390,Resto Plateau,Membres,https://www.google.com/maps/search/?api=1&query=Resto%20Plateau%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0391,Santropol Roulant,Membres,https://www.google.com/maps/search/?api=1&query=Santropol%20Roulant%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0392,SINGA Québec,Membres,https://www.google.com/maps/search/?api=1&query=SINGA%20Qu%C3%A9bec%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0393,Société d’Histoire du Plateau Mont-Royal,Membres,https://www.google.com/maps/search/?api=1&query=Soci%C3%A9t%C3%A9%20d%E2%80%99Histoire%20du%20Plateau%20Mont-Royal%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0394,SORIF,Membres,https://www.google.com/maps/search/?api=1&query=SORIF%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0395,SOS Aînés Maltraitance,Membres,https://www.google.com/maps/search/?api=1&query=SOS%20A%C3%AEn%C3%A9s%20Maltraitance%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0396,Table de concertation Alliances 3e âge Grand Plateau,Membres,https://www.google.com/maps/search/?api=1&query=Table%20de%20concertation%20Alliances%203e%20%C3%A2ge%20Grand%20Plateau%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0397,Table de concertation Autour des familles du Grand Plateau,Membres,https://www.google.com/maps/search/?api=1&query=Table%20de%20concertation%20Autour%20des%20familles%20du%20Grand%20Plateau%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0398,Table de concertation jeunesse du Grand Plateau (TCJGP),Membres,https://www.google.com/maps/search/?api=1&query=Table%20de%20concertation%20jeunesse%20du%20Grand%20Plateau%20%28TCJGP%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0399,Travail sans frontières,Membres,https://www.google.com/maps/search/?api=1&query=Travail%20sans%20fronti%C3%A8res%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0400,Viomax,Membres,https://www.google.com/maps/search/?api=1&query=Viomax%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T06,CDC Plateau-Mont-Royal,O0401,YMCA du Parc,Membres,https://www.google.com/maps/search/?api=1&query=YMCA%20du%20Parc%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0402,Carrefour Jeunesse emploi du Sud-Ouest (CJE RESO),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Carrefour%20Jeunesse%20emploi%20du%20Sud-Ouest%20%28CJE%20RESO%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0403,Centre communautaire des femmes actives (CCFA),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Centre%20communautaire%20des%20femmes%20actives%20%28CCFA%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0404,Centre d’Action Bénévole de Montréal,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Centre%20d%E2%80%99Action%20B%C3%A9n%C3%A9vole%20de%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0405,"Centre Récréatif, Culturel et Sportif (CRSC) Saint-Zotique",Membres réguliers,https://www.google.com/maps/search/?api=1&query=Centre%20R%C3%A9cr%C3%A9atif%2C%20Culturel%20et%20Sportif%20%28CRSC%29%20Saint-Zotique%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0406,Comité d’éducation aux adultes de Saint-Henri et de la Petite-Bourgogne (CÉDA),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Comit%C3%A9%20d%E2%80%99%C3%A9ducation%20aux%20adultes%20de%20Saint-Henri%20et%20de%20la%20Petite-Bourgogne%20%28C%C3%89DA%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0407,Centre de Ressources sur la Non-Violence (CRNV),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Centre%20de%20Ressources%20sur%20la%20Non-Violence%20%28CRNV%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0408,Épicentre Saint-Henri,Membres réguliers,https://www.google.com/maps/search/?api=1&query=%C3%89picentre%20Saint-Henri%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0409,Famijeunes,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Famijeunes%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0410,Groupe Pro-Vert,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Groupe%20Pro-Vert%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0411,Maison Benoit Labre,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Maison%20Benoit%20Labre%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0412,Maison des jeunes La Galerie,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Maison%20des%20jeunes%20La%20Galerie%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0413,Milieu éducatif La Source,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Milieu%20%C3%A9ducatif%20La%20Source%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0414,Organisation d’aide aux sans-emploi (ODAS),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Organisation%20d%E2%80%99aide%20aux%20sans-emploi%20%28ODAS%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0415,P.O.P.I.R. Comité-Logement,Membres réguliers,https://www.google.com/maps/search/?api=1&query=P.O.P.I.R.%20Comit%C3%A9-Logement%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0416,Prévention Sud-Ouest (PSO),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Pr%C3%A9vention%20Sud-Ouest%20%28PSO%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0021,Travail de rue/action communautaire (TRAC),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Travail%20de%20rue/action%20communautaire%20%28TRAC%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0417,Maison Cross Roads,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Maison%20Cross%20Roads%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0418,CIUSSS du Centre-Sud de l’Île-de-Montréal,Membres solidaires,https://www.google.com/maps/search/?api=1&query=CIUSSS%20du%20Centre-Sud%20de%20l%E2%80%99%C3%8Ele-de-Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0419,Carrefour jeunesse-emploi du Sud-Ouest,Membres solidaires,https://www.google.com/maps/search/?api=1&query=Carrefour%20jeunesse-emploi%20du%20Sud-Ouest%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0420,Regroupement des organismes pour ainés et aînées du sud-ouest de Montréal (ROPASOM),Membres solidaires,https://www.google.com/maps/search/?api=1&query=Regroupement%20des%20organismes%20pour%20ain%C3%A9s%20et%20a%C3%AEn%C3%A9es%20du%20sud-ouest%20de%20Montr%C3%A9al%20%28ROPASOM%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0421,Maison des Rebelles,Membres solidaires,https://www.google.com/maps/search/?api=1&query=Maison%20des%20Rebelles%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0422,Cumulus: prévention des toxicomanie,Membres solidaires,https://www.google.com/maps/search/?api=1&query=Cumulus%3A%20pr%C3%A9vention%20des%20toxicomanie%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0423,Logifem,Membres solidaires,https://www.google.com/maps/search/?api=1&query=Logifem%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0039,YMCA Pointe-Saint-Charles,Membres solidaires,https://www.google.com/maps/search/?api=1&query=YMCA%20Pointe-Saint-Charles%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0424,Arrondissement du Sud-Ouest,Partenaires,https://www.google.com/maps/search/?api=1&query=Arrondissement%20du%20Sud-Ouest%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0277,Bâtir son quartier,Partenaires,https://www.google.com/maps/search/?api=1&query=B%C3%A2tir%20son%20quartier%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0425,Médecins du Monde,Partenaires,https://www.google.com/maps/search/?api=1&query=M%C3%A9decins%20du%20Monde%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0426,SPVM Poste de Quartier 15,Partenaires,https://www.google.com/maps/search/?api=1&query=SPVM%20Poste%20de%20Quartier%2015%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0427,Table Petite Enfance Famille de St-Henri et Petite Bourgogne,Partenaires,https://www.google.com/maps/search/?api=1&query=Table%20Petite%20Enfance%20Famille%20de%20St-Henri%20et%20Petite%20Bourgogne%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T07,CDC Solidarité Saint-Henri,O0428,Office municipal d’habitation de Montréal (OMHM),Partenaires,https://www.google.com/maps/search/?api=1&query=Office%20municipal%20d%E2%80%99habitation%20de%20Montr%C3%A9al%20%28OMHM%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T08,CDC Solidarités Villeray,O0429,Association des locataires de Villeray,Membres,https://www.google.com/maps/search/?api=1&query=Association%20des%20locataires%20de%20Villeray%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T08,CDC Solidarités Villeray,O0430,Association de coopérative d’économie familiale (ACEF) du Nord,Membres,https://www.google.com/maps/search/?api=1&query=Association%20de%20coop%C3%A9rative%20d%E2%80%99%C3%A9conomie%20familiale%20%28ACEF%29%20du%20Nord%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T08,CDC Solidarités Villeray,O0431,Bureau de Consultation Jeunesse (BCJ),Membres,https://www.google.com/maps/search/?api=1&query=Bureau%20de%20Consultation%20Jeunesse%20%28BCJ%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
