ID-table,table-de-quartier,ID-org,organisme,category,link
T14,Concertation Anjou,O0676,Le Réseau de l’Est de l’Île pour les Services en Anglais (REISA),Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=Le%20R%C3%A9seau%20de%20l%E2%80%99Est%20de%20l%E2%80%99%C3%8Ele%20pour%20les%20Services%20en%20Anglais%20%28REISA%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0677,Maison de Jeunes Le Chemin Faisant Inc. (MDJ),Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=Maison%20de%20Jeunes%20Le%20Chemin%20Faisant%20Inc.%20%28MDJ%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0678,Maison d’hébergement d’Anjou (MHA),Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=Maison%20d%E2%80%99h%C3%A9bergement%20d%E2%80%99Anjou%20%28MHA%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0679,Monde sans Limites,Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=Monde%20sans%20Limites%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0680,Néo-Collège,Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=N%C3%A9o-Coll%C3%A8ge%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0681,Nous faisons ce que nous pouvons (NSK),Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=Nous%20faisons%20ce%20que%20nous%20pouvons%20%28NSK%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0682,Ressources pour l’équité au droit à l’avenir (R.E.D.A),Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=Ressources%20pour%20l%E2%80%99%C3%A9quit%C3%A9%20au%20droit%20%C3%A0%20l%E2%80%99avenir%20%28R.E.D.A%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0683,Service d’aide communautaire Anjou (SAC Anjou),Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=Service%20d%E2%80%99aide%20communautaire%20Anjou%20%28SAC%20Anjou%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0684,Service d’Aide et de Référencement Aîné d’Anjou (SARA Anjou),Membres organismes communautaires,https://www.google.com/maps/search/?api=1&query=Service%20d%E2%80%99Aide%20et%20de%20R%C3%A9f%C3%A9rencement%20A%C3%AEn%C3%A9%20d%E2%80%99Anjou%20%28SARA%20Anjou%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0685,Académie Préscolaire Anjou,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Acad%C3%A9mie%20Pr%C3%A9scolaire%20Anjou%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0686,Caisse populaire Desjardins d’Anjou,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Caisse%20populaire%20Desjardins%20d%E2%80%99Anjou%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0687,Garderie Mon petit monde à moi,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Garderie%20Mon%20petit%20monde%20%C3%A0%20moi%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0688,"Garderie 1,2,3 Géant",Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Garderie%201%2C2%2C3%20G%C3%A9ant%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0689,Garderie Minis Pandas,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Garderie%20Minis%20Pandas%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0668,Garderie Les Petits-Anges d’Anjou,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Garderie%20Les%20Petits-Anges%20d%E2%80%99Anjou%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0690,Garderie Les Amis de Paula,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Garderie%20Les%20Amis%20de%20Paula%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0691,Garderie Les Chatouilleux Inc.,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Garderie%20Les%20Chatouilleux%20Inc.%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0692,Mésiplex,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=M%C3%A9siplex%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0693,Résidence La Seigneurie d’Anjou,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=R%C3%A9sidence%20La%20Seigneurie%20d%E2%80%99Anjou%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0694,Manière inc.,Membres du milieu économique et secteur privé,https://www.google.com/maps/search/?api=1&query=Mani%C3%A8re%20inc.%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,,17 membres citoyens,Membres citoyens,
T14,Concertation Anjou,O0695,Association PQ de Louis Riel Anjou,Membres solidaires,https://www.google.com/maps/search/?api=1&query=Association%20PQ%20de%20Louis%20Riel%20Anjou%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0696,Centre de services scolaire de la Pointe-de-l ‘Île (CSSPI),Membres solidaires,https://www.google.com/maps/search/?api=1&query=Centre%20de%20services%20scolaire%20de%20la%20Pointe-de-l%20%E2%80%98%C3%8Ele%20%28CSSPI%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0697,Centre de services scolaire de la Pointe-de- l’Île – SARCA,Membres solidaires,https://www.google.com/maps/search/?api=1&query=Centre%20de%20services%20scolaire%20de%20la%20Pointe-de-%20l%E2%80%99%C3%8Ele%20%E2%80%93%20SARCA%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0698,Centre intégré université de santé et des services sociaux de l’Est de-l’Île de Montréal (CIUSSS),Membres solidaires,https://www.google.com/maps/search/?api=1&query=Centre%20int%C3%A9gr%C3%A9%20universit%C3%A9%20de%20sant%C3%A9%20et%20des%20services%20sociaux%20de%20l%E2%80%99Est%20de-l%E2%80%99%C3%8Ele%20de%20Montr%C3%A9al%20%28CIUSSS%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0699,Député fédéral d’Honoré-Mercier et leader du gouvernement,Membres solidaires,
T14,Concertation Anjou,O0700,"Ministère de l’Immigration, de la Francisation et de l’Intégration",Membres solidaires,https://www.google.com/maps/search/?api=1&query=Minist%C3%A8re%20de%20l%E2%80%99Immigration%2C%20de%20la%20Francisation%20et%20de%20l%E2%80%99Int%C3%A9gration%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0466,Office municipal d’habitation de Montréal,Membres solidaires,https://www.google.com/maps/search/?api=1&query=Office%20municipal%20d%E2%80%99habitation%20de%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0701,"Poste de quartier 46, Service de police de la ville de Montréal",Membres solidaires,https://www.google.com/maps/search/?api=1&query=Poste%20de%20quartier%2046%2C%20Service%20de%20police%20de%20la%20ville%20de%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0702,Services Québec du Nord Est de Montréal,Membres solidaires,https://www.google.com/maps/search/?api=1&query=Services%20Qu%C3%A9bec%20du%20Nord%20Est%20de%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0703,"Ville de Montréal, arrondissement d’Anjou",Membres solidaires,https://www.google.com/maps/search/?api=1&query=Ville%20de%20Montr%C3%A9al%2C%20arrondissement%20d%E2%80%99Anjou%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T14,Concertation Anjou,O0704,"Ville de Montréal, service de la diversité et de l’inclusion sociale (SDIS)",Membres solidaires,https://www.google.com/maps/search/?api=1&query=Ville%20de%20Montr%C3%A9al%2C%20service%20de%20la%20diversit%C3%A9%20et%20de%20l%E2%80%99inclusion%20sociale%20%28SDIS%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0705,Action prévention Verdun,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Action%20pr%C3%A9vention%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0706,ACHIM,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=ACHIM%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0707,Amalgame Montréal Inc.,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Amalgame%20Montr%C3%A9al%20Inc.%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0708,L'Ancre des jeunes,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=L%27Ancre%20des%20jeunes%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0709,Association Entre tes mains,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Association%20Entre%20tes%20mains%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0710,BCG Dawson,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=BCG%20Dawson%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0711,Bouger et vivre,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Bouger%20et%20vivre%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0712,Bureau Consultation Jeunesse à Verdun,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Bureau%20Consultation%20Jeunesse%20%C3%A0%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0713,CCS,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=CCS%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0714,Carrefour Jeunesse emploi de Verdun (CJE),Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Carrefour%20Jeunesse%20emploi%20de%20Verdun%20%28CJE%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0715,Centre des femmes de Verdun,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Centre%20des%20femmes%20de%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0028,Centre social d'aide aux immigrants (CSAI),Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Centre%20social%20d%27aide%20aux%20immigrants%20%28CSAI%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0716,Chantiers d'Afrique du Canada,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Chantiers%20d%27Afrique%20du%20Canada%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0717,Ciné-quartier,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Cin%C3%A9-quartier%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0718,CPS Les petits renards,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=CPS%20Les%20petits%20renards%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0719,Comité d'action des citoyennes et citoyens de Verdun (CACV),Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Comit%C3%A9%20d%27action%20des%20citoyennes%20et%20citoyens%20de%20Verdun%20%28CACV%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0720,Demain Verdun,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Demain%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0721,Grand potager,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Grand%20potager%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0722,Grandir sans frontière,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Grandir%20sans%20fronti%C3%A8re%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0723,Groupe d'aidants du sud-ouest (GASO),Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Groupe%20d%27aidants%20du%20sud-ouest%20%28GASO%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0724,Harmonie Richelieu,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Harmonie%20Richelieu%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0725,Ivirtivik,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Ivirtivik%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0606,JAME,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=JAME%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0726,Maison de l'environnement de Verdun,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Maison%20de%20l%27environnement%20de%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0727,Maison d'accueil des nouveaux arrivants (MANA),Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Maison%20d%27accueil%20des%20nouveaux%20arrivants%20%28MANA%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0728,Maison des familles de Verdun,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Maison%20des%20familles%20de%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0729,Maison du Réconfort,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Maison%20du%20R%C3%A9confort%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0730,Maison CAFI,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Maison%20CAFI%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0417,Maison Cross Roads,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Maison%20Cross%20Roads%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0731,Pause Parents-Enfants de Verdun,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Pause%20Parents-Enfants%20de%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0732,Réseau bénévole de Verdun,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=R%C3%A9seau%20b%C3%A9n%C3%A9vole%20de%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0733,Société de Saint-Vincent de Paul,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Soci%C3%A9t%C3%A9%20de%20Saint-Vincent%20de%20Paul%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0734,Telaide,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Telaide%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0735,Toujours ensemble,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Toujours%20ensemble%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0736,Travail de rue – Action communautaire,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=Travail%20de%20rue%20%E2%80%93%20Action%20communautaire%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0737,YMCA du Québec Zone jeunesse Académie Beurling,Membres réguliers – communautaire,https://www.google.com/maps/search/?api=1&query=YMCA%20du%20Qu%C3%A9bec%20Zone%20jeunesse%20Acad%C3%A9mie%20Beurling%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0614,PME Montréal,Membres réguliers – économique,https://www.google.com/maps/search/?api=1&query=PME%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0738,CIUSSS,Membres réguliers – institutionnel,https://www.google.com/maps/search/?api=1&query=CIUSSS%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,,4 membres réguliers citoyen·nes,Membres réguliers – citoyen·nes,
T15,Concertation en développement social de Verdun,O0739,Arrondissement de Verdun (DCSLDS),Membres non-votants - sympathisant,https://www.google.com/maps/search/?api=1&query=Arrondissement%20de%20Verdun%20%28DCSLDS%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0740,Conseiller d'Arrondissement / de Ville,Membres non-votants - sympathisant,
T15,Concertation en développement social de Verdun,O0741,Mairesse d'arrondissement,Membres non-votants - sympathisant,
T15,Concertation en développement social de Verdun,O0742,Table jeunesse de Verdun – comité 6-17 ans,Membres non-votants - sympathisant,https://www.google.com/maps/search/?api=1&query=Table%20jeunesse%20de%20Verdun%20%E2%80%93%20comit%C3%A9%206-17%20ans%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0743,Table jeunesse de Verdun – comité 16-30 ans,Membres non-votants - sympathisant,https://www.google.com/maps/search/?api=1&query=Table%20jeunesse%20de%20Verdun%20%E2%80%93%20comit%C3%A9%2016-30%20ans%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0744,CPE centre Pause Parents-Enfants,Membres non-votants - sympathisant,https://www.google.com/maps/search/?api=1&query=CPE%20centre%20Pause%20Parents-Enfants%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0745,Table de concertation Famille de Verdun,Membres non-votants - sympathisant,https://www.google.com/maps/search/?api=1&query=Table%20de%20concertation%20Famille%20de%20Verdun%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0746,TCRAV,Membres non-votants - sympathisant,https://www.google.com/maps/search/?api=1&query=TCRAV%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T15,Concertation en développement social de Verdun,O0747,Conseillère d'arrondissement,Membres non-votants - sympathisant,
T15,Concertation en développement social de Verdun,O0748,Conseiller d'arrondissement,Membres non-votants - sympathisant,
T15,Concertation en développement social de Verdun,O0646,Nouvelles d'ici,Membres non-votants - sympathisant,https://www.google.com/maps/search/?api=1&query=Nouvelles%20d%27ici%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,,17 membres citoyen·nes,Membres réguliers,
T16,Concertation Saint-Léonard,O0229,Accueil aux immigrants de l'est de Montréal,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Accueil%20aux%20immigrants%20de%20l%27est%20de%20Montr%C3%A9al%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0749,Action dignité de Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Action%20dignit%C3%A9%20de%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0750,Amis du monde,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Amis%20du%20monde%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0751,Alerte providence,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Alerte%20providence%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0752,Alimenter Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Alimenter%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0753,Alternative naissance,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Alternative%20naissance%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0754,Association haïtiano-canado-québécoise d'aide aux démunis,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Association%20ha%C3%AFtiano-canado-qu%C3%A9b%C3%A9coise%20d%27aide%20aux%20d%C3%A9munis%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0755,Association québécoise des troubles d'apprentissage Montréal-est,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Association%20qu%C3%A9b%C3%A9coise%20des%20troubles%20d%27apprentissage%20Montr%C3%A9al-est%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0261,Axia services,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Axia%20services%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0756,Bureau associatif pour la diversité et la réinsertion (BADR),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Bureau%20associatif%20pour%20la%20diversit%C3%A9%20et%20la%20r%C3%A9insertion%20%28BADR%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0757,Bureau coordonnateur des services de garde en milieu familial de Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Bureau%20coordonnateur%20des%20services%20de%20garde%20en%20milieu%20familial%20de%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0758,Carrefour des femmes de Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Carrefour%20des%20femmes%20de%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0759,Centre des aîné·es de Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Centre%20des%20a%C3%AEn%C3%A9%C2%B7es%20de%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0760,Collectif jeunesse de Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Collectif%20jeunesse%20de%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0761,Compagnie théâtre Créole,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Compagnie%20th%C3%A9%C3%A2tre%20Cr%C3%A9ole%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0762,Concertation en petite enfance,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Concertation%20en%20petite%20enfance%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0763,Coopérative Novaide,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Coop%C3%A9rative%20Novaide%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0661,Coopère,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Coop%C3%A8re%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0764,Développement et Paix,Membres réguliers,https://www.google.com/maps/search/?api=1&query=D%C3%A9veloppement%20et%20Paix%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0765,DOD Basket-Ball,Membres réguliers,https://www.google.com/maps/search/?api=1&query=DOD%20Basket-Ball%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0766,Gestion Multisports (GMS),Membres réguliers,https://www.google.com/maps/search/?api=1&query=Gestion%20Multisports%20%28GMS%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0767,Horizon Carrière/CJE Viger-Jeanne-Mance,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Horizon%20Carri%C3%A8re/CJE%20Viger-Jeanne-Mance%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0768,Je Passe Partout,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Je%20Passe%20Partout%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0769,La table ronde de Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=La%20table%20ronde%20de%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0770,Services Communautaires Canadiens-Italiens du Québec,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Services%20Communautaires%20Canadiens-Italiens%20du%20Qu%C3%A9bec%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0771,Sphinx Cybersecure,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Sphinx%20Cybersecure%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0772,Mains Utiles,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Mains%20Utiles%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0773,Maison de la famille de Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Maison%20de%20la%20famille%20de%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0774,Maison des jeunes de Saint-Léonard,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Maison%20des%20jeunes%20de%20Saint-L%C3%A9onard%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0775,Mouvement Fraternité Multi-ethnique,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Mouvement%20Fraternit%C3%A9%20Multi-ethnique%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0776,Naos Jeunesse,Membres réguliers,https://www.google.com/maps/search/?api=1&query=Naos%20Jeunesse%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0449,PACT de rue,Membres réguliers,https://www.google.com/maps/search/?api=1&query=PACT%20de%20rue%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
T16,Concertation Saint-Léonard,O0777,Réseau de l'est de l'Île pour les services en anglais (REISA),Membres réguliers,https://www.google.com/maps/search/?api=1&query=R%C3%A9seau%20de%20l%27est%20de%20l%27%C3%8Ele%20pour%20les%20services%20en%20anglais%20%28REISA%29%2C%20Montr%C3%A9al%2C%20QC%2C%20Canada
