ligne,organisme,statut,lien
387,Outils de paix,exact,https://maps.google.com/?cid=4030921480934279697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
388,Parrainage civique Montréal,exact,https://maps.google.com/?cid=14352220980743681954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
389,Partage & Solidarité,exact,https://maps.google.com/?cid=1715179177673681667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
390,Plein milieu,exact,https://maps.google.com/?cid=6166049139244104918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
391,"Plumeau, Chiffon et compagnie",exact,https://maps.google.com/?cid=7663021421787091365&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
392,Projet Changement - Centre communautaire pour aînés,exact,https://maps.google.com/?cid=11644875847262592253&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
393,Racine croisée,exact,https://maps.google.com/?cid=837735661249407749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
394,Rayside Labossière - Architecture Design Urbanisme,exact,https://maps.google.com/?cid=7051501112040339309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
395,Réseau habitation femmes/La Chrysalide,doute,
396,Resto Plateau,exact,https://maps.google.com/?cid=15758083256679327264&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
397,Santropol Roulant,exact,https://maps.google.com/?cid=6179999649624199503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
398,SINGA Québec,exact,https://maps.google.com/?cid=5729402444775184300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
399,Société d’Histoire du Plateau Mont-Royal,exact,https://maps.google.com/?cid=5924255834800900016&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
400,SORIF,exact,https://maps.google.com/?cid=10992166146058844299&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
401,SOS Aînés Maltraitance,doute,
402,Table de concertation Alliances 3e âge Grand Plateau,doute,
403,Table de concertation Autour des familles du Grand Plateau,doute,
404,Table de concertation jeunesse du Grand Plateau (TCJGP),exact,https://maps.google.com/?cid=16622569698706210851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
405,Travail sans frontières,exact,https://maps.google.com/?cid=10155119699554312807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
406,Viomax,exact,https://maps.google.com/?cid=13030395640841982545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
407,YMCA du Parc,exact,https://maps.google.com/?cid=10965429952361973701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
408,Carrefour Jeunesse emploi du Sud-Ouest (CJE RESO),exact,https://maps.google.com/?cid=15267802378964855656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
409,Centre communautaire des femmes actives (CCFA),doute,
410,Centre d’Action Bénévole de Montréal,exact,https://maps.google.com/?cid=11035010785225670371&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
411,"Centre Récréatif, Culturel et Sportif (CRSC) Saint-Zotique",exact,https://maps.google.com/?cid=9749707161755268763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
412,Comité d’éducation aux adultes de Saint-Henri et de la Petite-Bourgogne (CÉDA),exact,https://maps.google.com/?cid=5017176919432448298&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
413,Centre de Ressources sur la Non-Violence (CRNV),exact,https://maps.google.com/?cid=8101509661469460093&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
414,Épicentre Saint-Henri,exact,https://maps.google.com/?cid=12483709411905653866&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
415,Famijeunes,exact,https://maps.google.com/?cid=540865543773464348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
416,Groupe Pro-Vert,exact,https://maps.google.com/?cid=2048601831500037847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
417,Maison Benoit Labre,exact,https://maps.google.com/?cid=9906276189945265768&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
418,Maison des jeunes La Galerie,exact,https://maps.google.com/?cid=7788960967927365841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
419,Milieu éducatif La Source,exact,https://maps.google.com/?cid=15688507894055612290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
420,Organisation d’aide aux sans-emploi (ODAS),doute,
421,P.O.P.I.R. Comité-Logement,exact,https://maps.google.com/?cid=1039495799502875284&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
422,Prévention Sud-Ouest (PSO),exact,https://maps.google.com/?cid=9408778191411531111&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
423,Travail de rue/action communautaire (TRAC),exact,https://maps.google.com/?cid=9034339268917541732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
424,Maison Cross Roads,exact,https://maps.google.com/?cid=9457095565015717048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
425,CIUSSS du Centre-Sud de l’Île-de-Montréal,exact,https://maps.google.com/?cid=13302920238496432426&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
426,Carrefour jeunesse-emploi du Sud-Ouest,exact,https://maps.google.com/?cid=15267802378964855656&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
427,Regroupement des organismes pour ainés et aînées du sud-ouest de Montréal (ROPASOM),exact,https://maps.google.com/?cid=6112537881417736514&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
428,Maison des Rebelles,doute,
429,Cumulus: prévention des toxicomanie,exact,https://maps.google.com/?cid=6285509773667469823&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
430,Logifem,exact,https://maps.google.com/?cid=12830063096483620013&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
431,YMCA Pointe-Saint-Charles,exact,https://maps.google.com/?cid=14928218003998073290&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
432,Arrondissement du Sud-Ouest,exact,https://maps.google.com/?cid=45447178385925524&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
433,Bâtir son quartier,exact,https://maps.google.com/?cid=15757143181188487994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
434,Médecins du Monde,exact,https://maps.google.com/?cid=3193504474421704688&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
435,SPVM Poste de Quartier 15,exact,https://maps.google.com/?cid=4464482179182483172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
436,Table Petite Enfance Famille de St-Henri et Petite Bourgogne,exact,https://maps.google.com/?cid=14406867849105803354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
437,Office municipal d’habitation de Montréal (OMHM),exact,https://maps.google.com/?cid=17015788227721849664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
438,Association des locataires de Villeray,exact,https://maps.google.com/?cid=7589916646558454957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
439,Association de coopérative d’économie familiale (ACEF) du Nord,exact,https://maps.google.com/?cid=15903360890454283354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
440,Bureau de Consultation Jeunesse (BCJ),exact,https://maps.google.com/?cid=12721547919052947375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
441,BRAS Villeray,exact,https://maps.google.com/?cid=4228954035926220680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
442,Centre des femmes de Convictions de Montréal,exact,https://maps.google.com/?cid=12631059938991961802&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
443,Centre Alpha-Sourd,exact,https://maps.google.com/?cid=2681739972898967774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
444,Centre des Femmes d’Ici et d’Ailleurs,exact,https://maps.google.com/?cid=6012887681384162608&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
445,COPATLA,doute,
446,Corporation d’Éducation Jeunesse,exact,https://maps.google.com/?cid=4608241095721754770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
447,Centre des aînés de Villeray,exact,https://maps.google.com/?cid=14172326533068856496&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
448,"Centre d’alphabétisation de Villeray, La Jarnigoine",exact,https://maps.google.com/?cid=18059682352811376401&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
449,Carrefour Jeunesse Emploi Centre-Nord,exact,https://maps.google.com/?cid=2975288135156002342&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
450,Espace-Famille Villeray,exact,https://maps.google.com/?cid=9665306751891142335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
451,"Habitations populaires de Parc-Extension, Hapopex",exact,https://maps.google.com/?cid=5323946057584688351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
452,Jeunesse au Soleil – Sun Youth,exact,https://maps.google.com/?cid=15349836621215838983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
453,Ludic (anciennement Gymn’O Montréal),doute,
454,La Maison de Quartier Villeray,doute,
455,La Maison des Grands-Parents de Villeray,exact,https://maps.google.com/?cid=8348012800079544067&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
456,Maison Multiethnique Myosotis,exact,https://maps.google.com/?cid=405416555974144183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
457,Motivation-Jeunesse 16-18 Inc.,exact,https://maps.google.com/?cid=11750115893642223487&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
458,PACT de Rue,exact,https://maps.google.com/?cid=11822074765670229769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
459,Patro Villeray,exact,https://maps.google.com/?cid=12462972957796610224&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
460,PIMO,exact,https://maps.google.com/?cid=4097956305553164354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
461,Coop La Remise,doute,
462,Révèl’Action (anciennement Emploi Jeunesse),exact,https://maps.google.com/?cid=6606762272566708417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
463,"Vers Vous, Centre de services bénévoles aux aînés de Villeray",doute,
464,Ville en Vert,exact,https://maps.google.com/?cid=16548085787911852865&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
465,Villeray dans l’Est,exact,https://maps.google.com/?cid=3343841098745969976&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
466,Zoothérapie Québec,exact,https://maps.google.com/?cid=2393750206005211166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
467,"Arrondissement VSMPE – Division sports, loisirs, développement Social Montréal",doute,
468,Arrondissement VSMPE district François-Perrault,exact,https://maps.google.com/?cid=16523878542935338596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
469,Arrondissement VSMPE district Villeray,exact,https://maps.google.com/?cid=4039842303952260679&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
470,Arrondissement VSMPE bureau maire,doute,
471,Bureau député provincial de Laurier-Dorion,exact,https://maps.google.com/?cid=9173441563196182028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
472,Centre de services scolaire de Montréal,exact,https://maps.google.com/?cid=3655780662957966658&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
473,Centre intégré universitaire de santé et de services sociaux du Nord-de-l’Île-de-Montréal (CIUSSS),exact,https://maps.google.com/?cid=1183507868829333712&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
474,Fondation Pleins pouvoirs/Kidpower,doute,
475,Jeunesse au soleil – Sun Youth,exact,https://maps.google.com/?cid=15349836621215838983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
476,Office municipal d’habitation de Montréal,exact,https://maps.google.com/?cid=17015788227721849664&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
477,Service de Police de la Ville de Montréal,exact,https://maps.google.com/?cid=16778911167894966898&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
478,Théâtre aux Écuries,exact,https://maps.google.com/?cid=8661336955797451908&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
479,ACEF de l’Est de Montréal,doute,
480,Accueil aux immigrants de l’est de Montréal (AIEM),exact,https://maps.google.com/?cid=13369977281882747702&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
481,Aîné-es J’écoute en actions,doute,
482,AQDR Pointe-de-l’Île,exact,https://maps.google.com/?cid=17565892222056232644&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
483,Association québécoise du syndrome de la Tourette (AQST),exact,https://maps.google.com/?cid=16207340817686671267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
484,Centre d’action bénévole de Rivière-des-Prairies,exact,https://maps.google.com/?cid=15012048263238885007&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
485,Centre d’entraide aux familles (CEAF),exact,https://maps.google.com/?cid=2397524783277582424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
486,Centre des femmes de Rivière-des-Prairies,exact,https://maps.google.com/?cid=7754882902689467625&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
487,L’Art-Rive,exact,https://maps.google.com/?cid=13240542809337985437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
488,Centre de la famille haïtienne et interculturel de Rivière-des-Prairies (CFHI),exact,https://maps.google.com/?cid=3092074577010131214&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
489,Le CLIC – Centre Local d’Initiatives Communautaires du Nord-Est de Montréal,doute,
490,Cercle de Fermières de Rivière-des-Prairies,exact,https://maps.google.com/?cid=14254730177396335720&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
491,Bâtir son quartier,exact,https://maps.google.com/?cid=15757143181188487994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
492,Infologis de l’est de Montréal,exact,https://maps.google.com/?cid=3732435760418674577&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
493,Les Petits Frères,exact,https://maps.google.com/?cid=18209901410266351774&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
494,Relevailles de Montréal,exact,https://maps.google.com/?cid=15533937895985700839&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
495,Maison des jeunes de Rivière-des-Prairies,exact,https://maps.google.com/?cid=16729355311787828240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
496,Maison de la famille Cœur à Rivière,exact,https://maps.google.com/?cid=8408685968403260172&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
497,Société historique de Rivière-des-Prairies,exact,https://maps.google.com/?cid=17551758162381183321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
498,Prévention Pointe-de-l’Île,exact,https://maps.google.com/?cid=359023228529109133&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
499,Carrefour jeunesse-emploi de Rivière-des-Prairies,exact,https://maps.google.com/?cid=17388267809339616310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
500,Don Bosco Youth Leadership Center (DBYLC),exact,https://maps.google.com/?cid=5289083592403302359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
501,L’Éco de la Pointe-aux-Prairies,exact,https://maps.google.com/?cid=2119535156322316089&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
502,"Initiative 1, 2, 3 GO! Rivière-des-Prairies",doute,
503,Montréal Colombo,doute,
504,Impulsion-Travail,exact,https://maps.google.com/?cid=520165597394620626&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
505,Association des gens d’affaires de Rivière-des-Prairies,exact,https://maps.google.com/?cid=8495309347568861345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
506,Chapi Chapo,exact,https://maps.google.com/?cid=15546278215040425488&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
507,Association Bénévole Pointe-aux-Trembles Montréal-Est,doute,
508,Au cœur de l’enfance – Bureau coordonnateur de Bordeaux-Cartierville,doute,
509,Association des gens d’affaires de Gouin Ouest (AGAGO),exact,https://maps.google.com/?cid=8495309347568861345&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
510,Association pour la réussite éducative des jeunes,exact,https://maps.google.com/?cid=11858121563690422165&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
511,"AIM CROIT – Centre de réadaptation, d’orientation et de d’intégration au travail",exact,https://maps.google.com/?cid=7061502270375134042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
512,Association coopérative d’économie familiale (ACEF) du Nord de Montréal,exact,https://maps.google.com/?cid=15903360890454283354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
513,Association de parents pour la santé mentale de Saint-Laurent-Bordeaux-Cartierville (APSM),exact,https://maps.google.com/?cid=7290266602342778079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
514,"Association IRIS, Inititative de ré-Insertion sociale",exact,https://maps.google.com/?cid=17713359767137589918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
515,Association québécoise de défense des droits des personnes Retraitées (AQDR) Ahuntsic-St-Laurent,exact,https://maps.google.com/?cid=15384195224703946343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
516,Bâtir son quartier,exact,https://maps.google.com/?cid=15757143181188487994&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
517,Bois Urbain,exact,https://maps.google.com/?cid=8835617525803470154&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
518,Caisse Desjardins de Bordeaux-Cartierville Saint-Laurent,exact,https://maps.google.com/?cid=3299377796646191029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
519,Carrefour Bio Local Emploi,exact,https://maps.google.com/?cid=11170412691379334188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
520,Carrefour d’aide aux nouveaux arrivants (CANA),exact,https://maps.google.com/?cid=17919376494175101571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
521,Carrefour foi et spiritualité,exact,https://maps.google.com/?cid=6445934942552701191&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
522,Carrefour jeunesse-emploi Ahuntsic Bordeaux-Cartierville (Cje ABC),exact,https://maps.google.com/?cid=716220325006201375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
523,Centre d’action bénévole de Bordeaux-Cartierville (CABBC),exact,https://maps.google.com/?cid=2232737909246869877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
524,Centre d’appui aux communautés immigrantes de Bordeaux-Cartierville (CACI),exact,https://maps.google.com/?cid=16521360268689967776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
525,Centre Communautaire Laurentien,exact,https://maps.google.com/?cid=13511421124589022580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
526,Centre de ressources éducatives et communautaires pour adultes (CRÉCA),exact,https://maps.google.com/?cid=12633586588015608882&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
527,Centre de service et d’intégration des minorités culturelles (CSIMC),exact,https://maps.google.com/?cid=2187616325938224417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
528,Centre d’intégration et d’intervention multiculturel de l’Ouest de Montréal (CIIMO),doute,
529,Centre La Traversée – Appartements Lachapelle,doute,
530,Centre Laurentien d’aide à la famille (CLAF),exact,https://maps.google.com/?cid=18303694885887087432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
531,Centre soutien jeunesse,exact,https://maps.google.com/?cid=3433613560729421055&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
532,Club de recherche d’emploi Montréal Centre-Nord (CREMCN),exact,https://maps.google.com/?cid=13788524331508564077&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA
